(51, 62, 93, 568, 29, 43, 5, 0.031160712235601826, 5.691678354371201, 0.1327723235156615, 2.313165266106443, 4, 2, -0.66620226605119648, -1)
(26, 29, 15, 14, 13, 9, 1, 0.0, 1.0, 0.13333333333333333, 2.2476190476190476, 3, 2, -0.82265215638855249, -1)
(60, 52, 75, 89, 54, 35, 2, 0.20257588163470516, 1.0079279279279278, 0.03207207207207207, 2.6925418569254185, 5, 3, -0.72208576360636068, -1)
(37, 47, 50, 80, 26, 25, 9, 0.10274747474747473, 0.9510204081632653, 0.0653061224489796, 2.2941176470588234, 5, 3, -0.43912385528635406, -1)
(6, 6, 7, 5, 4, 2, 2, 0.0, 0.5238095238095238, 0.23809523809523808, 2.0, 4, 2, -0.33333333333333331, -1)
(74, 86, 87, 408, 26, 36, 5, 0.05700193630613097, 4.406843090082866, 0.1090617481956696, 2.3842908146705617, 5, 3, -0.34591254400480442, -1)
(101, 120, 121, 535, 55, 72, 8, 0.0804244207068505, 3.224793388429752, 0.07369146005509641, 2.3835302415799684, 6, 3, -0.40677749106920752, -1)
(36, 44, 44, 167, 13, 23, 2, 0.013744084198629653, 4.261099365750528, 0.17653276955602537, 2.1846689895470384, 4, 2, -0.53136311319114471, -1)
(94, 92, 104, 364, 38, 53, 3, 0.0557916194683749, 2.9032860343539957, 0.06796116504854369, 2.614141414141414, 5, 3, -0.31499158738706451, -1)
(93, 113, 106, 318, 39, 35, 1, 0.023889422881745382, 2.47403414195867, 0.05714285714285714, 3.0587601078167115, 7, 4, -0.33362359599113733, -1)
(60, 75, 70, 284, 21, 29, 3, 0.07348208532616195, 3.8107660455486543, 0.11759834368530021, 2.4093240093240094, 5, 3, -0.41452388541058638, -1)
(22, 28, 45, 120, 11, 31, 1, 0.26559740259740267, 2.4292929292929295, 0.12121212121212122, 2.1515151515151514, 4, 2, -0.61322466376753182, -1)
(25, 33, 35, 84, 11, 24, 2, 0.10290957489715254, 2.334453781512605, 0.1411764705882353, 2.1079545454545454, 4, 2, -0.55685664651775646, -1)
(30, 37, 105, 423, 44, 41, 3, 0.005517983735888777, 3.1505494505494505, 0.07747252747252747, 2.7768316831683166, 6, 3, -0.67824132518276781, -1)
(32, 43, 43, 97, 14, 16, 2, 0.017744271232643324, 2.150609080841639, 0.10741971207087486, 2.6121951219512196, 6, 3, -0.49031146231768374, -1)
(7, 9, 8, 5, 6, 2, 3, 0.0, 0.2857142857142857, 0.17857142857142858, 1.6666666666666667, 3, 2, -0.49999999999999878, -1)
(40, 46, 48, 223, 8, 34, 1, 0.17502341521949363, 4.9804964539007095, 0.1976950354609929, 2.223404255319149, 6, 3, -0.35748802965449478, -1)
(61, 77, 79, 125, 50, 31, 7, 0.023436393015813187, 1.0431678026614735, 0.04057124310288867, 2.6246042514699233, 5, 3, -0.58315061703503956, -1)
(5, 5, 6, 4, 5, 3, 2, 0.0, 0.4666666666666667, 0.26666666666666666, 1.5, 2, 1, -1.0, -1)
(28, 40, 39, 51, 22, 25, 7, 0.24907736138505365, 0.7300944669365722, 0.06882591093117409, 1.9002849002849003, 3, 2, -0.74460688604219272, -1)
(31, 48, 48, 107, 20, 27, 5, 0.03585080043413378, 1.7650709219858156, 0.09485815602836879, 2.3346153846153848, 5, 3, -0.59982123583378277, -1)
(86, 65, 94, 495, 8, 38, 1, 0.03937603071206674, 5.459620224204987, 0.11324639670555937, 2.383893845801876, 5, 3, -0.53134951341440029, -1)
