[34, 44, 41, 159, 13, 23, 5, 0.12340239467212208, 4.179268292682927, 0.19390243902439025, 1.8863636363636365, 4, 2, -0.24256310424778002, 1
[20, 28, 28, 58, 7, 24, 1, 0.0, 2.052910052910053, 0.15343915343915343, 1.947089947089947, 3, 2, -0.78557588805166889, 1
[43, 55, 82, 427, 25, 39, 7, 0.13757007885595074, 4.625414031918097, 0.12857573020174645, 2.2115942028985507, 5, 3, -0.37884977741991832, 1
[15, 13, 57, 178, 19, 25, 4, 0.1015560498801496, 2.8947368421052633, 0.11152882205513784, 2.5819607843137256, 7, 4, -0.28118642841375785, 1
[12, 16, 15, 14, 14, 14, 1, 0.0, 1.0, 0.13333333333333333, 1.8666666666666667, 2, 1, -1.0, 1
[3, 3, 16, 20, 10, 11, 1, 0.2370400432900433, 1.1916666666666667, 0.16666666666666666, 2.1, 3, 2, -0.74221648653008576, 1
[6, 8, 7, 5, 5, 3, 2, 0.0, 0.42857142857142855, 0.23809523809523808, 1.5, 2, 1, -1.0, 1
[22, 27, 27, 45, 11, 19, 2, 0.0, 1.4786324786324787, 0.1282051282051282, 2.1333333333333333, 4, 2, -0.73099980438859991, 1
[11, 14, 14, 13, 13, 13, 1, 0.0, 1.0, 0.14285714285714285, 1.8571428571428572, 2, 1, -1.0, 1
[33, 49, 48, 133, 16, 23, 7, 0.0, 2.2934397163120566, 0.11790780141843972, 2.0984126984126985, 4, 2, -0.66237050075275961, 1
[18, 27, 26, 46, 6, 21, 1, 0.0, 1.76, 0.14153846153846153, 2.0523076923076924, 4, 2, -0.85406960703165058, 1
[20, 24, 24, 68, 2, 14, 1, 0.021296296296296296, 4.010869565217392, 0.2463768115942029, 2.0471014492753623, 4, 2, -0.39542455659326564, 1
[15, 18, 25, 34, 13, 24, 1, 0.4087220026350461, 1.25, 0.11333333333333333, 1.8866666666666667, 2, 1, -0.81996947491799521, 1
[20, 29, 23, 19, 22, 16, 4, 0.0, 0.549407114624506, 0.07509881422924901, 1.8823529411764706, 2, 1, -1.0, 1
[16, 22, 22, 41, 3, 17, 1, 0.0, 1.9783549783549783, 0.1774891774891775, 2.0043290043290045, 4, 2, -0.86393023058355478, 1
[61, 80, 85, 243, 42, 37, 9, 0.12207984001955956, 1.915966386554622, 0.0680672268907563, 2.5890878090366582, 6, 3, -0.29853192044588295, 1
[13, 18, 19, 18, 17, 17, 1, 0.0, 1.0, 0.10526315789473684, 1.9883040935672514, 3, 2, -0.90517705833374107, 1
[93, 133, 247, 405, 113, 153, 1, 0.5305284222370524, 1.313617063296139, 0.01333070010862052, 2.3416609064876073, 3, 2, -0.96923540160203803, 1
[15, 21, 21, 31, 6, 15, 3, 0.6308390022675736, 1.2142857142857142, 0.14761904761904762, 1.7941176470588236, 3, 2, -0.93263339645761412, 1
[26, 39, 36, 47, 18, 20, 6, 0.3472222222222222, 0.8111111111111111, 0.0746031746031746, 2.036923076923077, 4, 2, -0.79319377639274713, 1
[26, 31, 31, 66, 8, 16, 3, 0.0, 2.361290322580645, 0.14193548387096774, 2.1766381766381766, 4, 3, -0.46926584369985541, 1
[3, 4, 5, 5, 1, 3, 1, 0.0, 1.6, 0.5, 1.6, 3, 2, -0.66666666666666907, 1
[11, 15, 15, 14, 14, 14, 1, 0.0, 1.0, 0.13333333333333333, 1.8666666666666667, 2, 1, -1.0, 1
[35, 42, 44, 180, 8, 29, 2, 0.12877979581833532, 4.826638477801269, 0.19027484143763213, 2.0034843205574915, 4, 2, -0.30585206062077064, 1
[5, 6, 7, 8, 2, 4, 1, 0.0, 1.5238095238095237, 0.38095238095238093, 1.8095238095238095, 4, 2, -0.93103448275862066, 1
[6, 8, 16, 15, 11, 9, 2, 0.0, 0.8166666666666667, 0.125, 2.4285714285714284, 5, 3, -0.6975228161668845, 1
[24, 41, 41, 58, 23, 13, 10, 0.0, 0.7463414634146341, 0.07073170731707316, 2.2292490118577075, 4, 2, -0.78588994060876005, 1
[4, 4, 2, 1, 2, 1, 1, 0.0, 1.0, 1.0, 1.0, 1, 1, nan, 1
[15, 19, 21, 63, 1, 17, 1, 0.33501400560224087, 3.6666666666666665, 0.3, 1.7904761904761906, 3, 2, -0.88326203208556153, 1
[23, 31, 39, 55, 19, 16, 8, 0.0, 0.8137651821862348, 0.07422402159244265, 2.453333333333333, 5, 3, -0.6603693257410459, 1
[8, 7, 7, 5, 5, 3, 2, 0.0, 0.5238095238095238, 0.23809523809523808, 1.8, 3, 2, -0.66666666666666663, 1
[17, 27, 27, 38, 12, 17, 5, 0.37801938439193344, 0.9031339031339032, 0.10826210826210826, 1.8245614035087718, 3, 2, -0.78151543892928665, 1
[14, 19, 19, 55, 1, 14, 1, 0.11914401388085598, 3.7134502923976607, 0.3216374269005848, 1.719298245614035, 4, 2, -0.9581881533101041, 1
[29, 37, 37, 123, 10, 19, 6, 0.0, 3.3003003003003, 0.18468468468468469, 1.7606837606837606, 3, 2, -0.84238060488121436, 1
[16, 22, 22, 23, 17, 20, 1, 0.0, 1.0476190476190477, 0.09956709956709957, 1.974025974025974, 3, 2, -0.82476963923160995, 1
[11, 14, 14, 13, 13, 13, 1, 0.0, 1.0, 0.14285714285714285, 1.8571428571428572, 2, 1, -1.0, 1
